,Date,Price,High,Low,Close,Volume,Adj Close
395,2021-06-07,72.5,76.88,71.66,76.75,5145700,76.75
396,2021-06-14,77.09,80.62,75.61,79.99,6107000,79.99
397,2021-06-21,79.44,84.05,78.61,82.95,6276300,82.95
398,2021-06-28,83.48,85.64,81.69,84.17,4945300,84.17
399,2021-07-05,84.3,87.85,81.43,85.24,3968300,85.24
400,2021-07-12,85.24,86.17,80.21,81.58,3845700,81.58
401,2021-07-19,80.35,88.24,80,88.06,4140700,88.06
402,2021-07-26,87.5,90.5,83.12,88.63,4595600,88.63
403,2021-08-02,89.13,89.83,83.62,83.95,4180200,83.95
404,2021-08-09,83.86,85.71,79.43,83.25,10219800,83.25
405,2021-08-16,82.78,82.8,76.98,78.86,5436100,78.86
406,2021-08-23,79.11,82.45,79.01,81.21,3772100,81.21
407,2021-08-30,81.77,87.13,81.29,86.62,5438500,86.62
408,2021-09-06,86.7,87,78.48,78.54,5066400,78.54
409,2021-09-13,78.19,78.89,72.65,78.25,10543400,78.25
410,2021-09-20,76.83,77.22,72.4,72.85,6502000,72.85
411,2021-09-27,72.03,72.85,67.09,68.62,7230600,68.62
412,2021-10-04,68.35,71.31,62.34,63.67,9854600,63.67
413,2021-10-11,63.11,65.22,60.57,61.28,11022500,61.28
414,2021-10-18,61.37,65.09,59.69,59.86,9262500,59.86
415,2021-10-25,59.93,60.43,57.25,59.44,9990400,59.44
416,2021-11-01,59.59,63.12,30.59,30.64,132812200,30.64
417,2021-11-08,30.84,31.45,29.21,29.42,30416700,29.42
418,2021-11-15,29.35,30.28,26.3,26.53,26559400,26.53
419,2021-11-22,26.5,26.5,24.25,24.99,17482900,24.99
420,2021-11-29,25.6,29.43,25.3,28.56,37534100,28.56
421,2021-12-06,28.66,30.17,27.25,27.57,27187200,27.57
422,2021-12-13,27.72,29.66,26.72,29.46,19501700,29.46
423,2021-12-20,29.18,31.41,28.85,30.55,13823600,30.55
